Total,Clearance,Circulation,PairwiseDistance,PairwiseAngle,ConversationDistance,ConversationAngle,Balance,Alignment,WallAlignment,Symmetry,Emphasis,AcceptanceProbability,Iteration
-107.333000,0.052373,0.000000,-1.236742,-3.638032,-4.314489,-6.442809,0.423225,-9.103852,-3.968252,1.903275,-0.926639,1.000000,794.000000
-107.917000,0.052373,0.000000,-1.245815,-3.638032,-4.314489,-6.442809,0.434143,-9.416512,-3.888483,1.903275,-0.926639,1.000000,796.000000
-107.931800,0.052373,0.000000,-1.231372,-3.638032,-4.314489,-6.442809,0.437616,-9.468752,-3.855821,1.903275,-0.926639,1.000000,798.000000
-107.449300,0.042708,0.000000,-1.230054,-3.630792,-4.314489,-6.423553,0.431927,-9.288921,-3.888304,1.905506,-0.902585,0.617240,800.000000
-107.416400,0.033354,0.000000,-1.211556,-3.637007,-4.348475,-6.407849,0.423921,-9.288921,-3.888304,2.125768,-0.985964,0.967578,801.000000
-107.369800,0.032690,0.000000,-1.211474,-3.636425,-4.348475,-6.406137,0.423446,-9.272257,-3.890477,2.125624,-0.984051,0.954432,802.000000
-108.270700,0.049771,0.000000,-1.213567,-3.649933,-4.348475,-6.449745,0.435709,-9.611397,-3.809876,2.132290,-1.032877,1.000000,803.000000
-108.035500,0.000000,0.000000,-1.185606,-3.662400,-4.655381,-6.235547,0.408460,-9.611397,-3.809876,2.821803,-1.198831,0.790408,806.000000
-108.268700,0.000000,0.000000,-1.187114,-3.670432,-4.655381,-6.297827,0.425689,-9.742207,-3.613401,2.872201,-1.255518,1.000000,807.000000
-107.869100,0.000000,0.000000,-1.185349,-3.660470,-4.655381,-6.224987,0.405656,-9.550517,-3.832904,2.814719,-1.189264,0.670611,808.000000
-107.571700,0.000000,0.000000,-1.184978,-3.657424,-4.655381,-6.209733,0.401675,-9.445605,-3.861153,2.805158,-1.175463,0.742729,810.000000
-107.442900,0.000000,0.000000,-1.173127,-3.670823,-5.076090,-6.001193,0.345838,-9.445605,-3.861153,3.642752,-1.325626,0.879164,813.000000
-107.451800,0.000000,0.000000,-1.173136,-3.670854,-5.076090,-6.001548,0.345929,-9.449142,-3.860366,3.643234,-1.325954,1.000000,816.000000
-107.663000,0.000000,0.000000,-1.175261,-3.668674,-5.076090,-6.077206,0.368371,-9.703691,-3.546505,3.766886,-1.395484,1.000000,819.000000
-107.919800,0.000000,0.000000,-1.173826,-3.672177,-5.076090,-6.026808,0.352768,-9.653031,-3.789205,3.679622,-1.349250,1.000000,821.000000
-107.978900,0.007280,0.000000,-1.188488,-3.661266,-4.555779,-6.276840,0.419528,-9.653031,-3.789205,2.703682,-1.182524,1.000000,823.000000
-107.299200,0.000000,0.000000,-1.171867,-3.668637,-4.916287,-6.008386,0.397063,-9.653031,-3.789205,3.418494,-1.305299,0.506748,824.000000
-107.990500,0.000000,0.000000,-1.174268,-3.671052,-4.999276,-6.064902,0.373291,-9.653031,-3.789205,3.461494,-1.315984,1.000000,825.000000
-107.683000,0.000000,0.000000,-1.175480,-3.670686,-4.999276,-6.128266,0.392681,-9.676986,-3.515563,3.552624,-1.372166,0.735303,826.000000
-108.273700,0.000000,0.000000,-1.189179,-3.671809,-4.695934,-6.336635,0.426048,-9.676986,-3.515563,2.882511,-1.272974,1.000000,827.000000
-108.313900,0.000000,0.000000,-1.187069,-3.663163,-4.695934,-6.253398,0.403053,-9.602259,-3.813784,2.809707,-1.193971,1.000000,830.000000
-108.403600,0.000000,0.000000,-1.188976,-3.671547,-4.695934,-6.328550,0.423734,-9.709160,-3.553719,2.874006,-1.265251,1.000000,831.000000
-108.426000,0.000000,0.000000,-1.188936,-3.671477,-4.695934,-6.326929,0.423272,-9.714462,-3.561123,2.872342,-1.263704,1.000000,833.000000
-108.635900,0.000000,0.000000,-1.188105,-3.668942,-4.695934,-6.294075,0.414042,-9.744822,-3.693899,2.841404,-1.232446,1.000000,836.000000
-108.734900,0.000000,0.000000,-1.175516,-3.647882,-4.779334,-6.334888,0.455048,-9.744822,-3.693899,3.121491,-1.225032,1.000000,841.000000
-108.788700,0.000000,0.000000,-1.176934,-3.648504,-4.787446,-6.332696,0.452591,-9.744822,-3.693899,3.094427,-1.222832,1.000000,843.000000
-108.811600,0.000000,0.000000,-1.177252,-3.651721,-4.787446,-6.356163,0.456185,-9.712560,-3.669868,3.089544,-1.229460,1.000000,844.000000
-108.847000,0.000000,0.000000,-1.207118,-3.627923,-4.827060,-6.308436,0.457654,-9.712560,-3.669868,2.771697,-1.136367,1.000000,845.000000
-107.650500,0.000000,0.000000,-1.200710,-3.581131,-4.827060,-5.993566,0.412780,-9.873861,-3.924841,2.854577,-1.050736,0.302245,846.000000
-108.588500,0.000000,0.000000,-1.204804,-3.611559,-4.827060,-6.192878,0.441762,-9.831454,-3.773949,2.800477,-1.105199,1.000000,847.000000
-108.627000,0.000000,0.000000,-1.305931,-3.604098,-5.013371,-5.959653,0.413353,-9.831454,-3.773949,2.190453,-0.980222,1.000000,848.000000
-108.825500,0.000000,0.000000,-1.309191,-3.613122,-5.013371,-6.025324,0.420867,-9.776603,-3.719861,2.171075,-0.997337,1.000000,849.000000
-108.850700,0.000000,0.000000,-1.309686,-3.614471,-5.013371,-6.035331,0.421995,-9.766555,-3.711354,2.168171,-0.999937,1.000000,850.000000
-108.403300,0.039225,0.000000,-1.218287,-3.672517,-4.739799,-6.175132,0.383110,-9.766555,-3.711354,2.469805,-1.179189,0.639252,851.000000
-108.218800,0.000000,0.000000,-1.173075,-3.676265,-4.618140,-6.286056,0.413299,-9.766555,-3.711354,3.050804,-1.278386,0.831512,852.000000
-108.249000,0.000000,0.000000,-1.173736,-3.682572,-4.618140,-6.337505,0.421172,-9.692624,-3.655904,3.041657,-1.293179,1.000000,853.000000
-107.980500,0.000000,0.000000,-1.158768,-3.678015,-4.675949,-6.323469,0.451189,-9.692624,-3.655904,3.390693,-1.324455,0.764536,855.000000
-107.453100,0.000000,0.000000,-1.160731,-3.702312,-4.675949,-6.520814,0.484415,-9.199338,-3.399724,3.363187,-1.383544,0.590121,856.000000
-108.546200,0.000000,0.000000,-1.185954,-3.689157,-4.770439,-6.580727,0.472050,-9.199338,-3.399724,2.925960,-1.298761,1.000000,857.000000
-107.367900,0.000000,0.000000,-1.189024,-3.712499,-4.770439,-6.816895,0.501027,-8.388010,-3.102462,2.892852,-1.362427,0.307800,859.000000
-107.269800,0.008315,0.000000,-1.202883,-3.718932,-4.715226,-6.793023,0.472002,-8.388010,-3.102462,2.671660,-1.353736,0.906594,860.000000
-107.623600,0.006246,0.000000,-1.202038,-3.714255,-4.715226,-6.734919,0.465838,-8.606806,-3.174984,2.678985,-1.338625,1.000000,861.000000
-106.551000,0.000000,0.000000,-1.167559,-3.720613,-4.633556,-6.691802,0.492467,-8.606806,-3.174984,3.209929,-1.421976,0.342115,862.000000
-106.613800,0.000000,0.000000,-1.167478,-3.719870,-4.633556,-6.683477,0.491318,-8.641922,-3.187046,3.210624,-1.419606,1.000000,863.000000
-105.129500,0.000000,0.000000,-1.169040,-3.733283,-4.633556,-6.851263,0.513226,-7.853498,-2.940945,3.199908,-1.466861,0.226663,864.000000
-106.881600,0.000000,0.000000,-1.167109,-3.716419,-4.633556,-6.645926,0.486059,-8.794762,-3.241092,3.213963,-1.408886,1.000000,866.000000
-106.818400,0.045495,0.000000,-1.182095,-3.723785,-4.560742,-6.655097,0.445168,-8.794762,-3.241092,2.881135,-1.393997,0.938826,867.000000
-107.980100,0.022536,0.000000,-1.177429,-3.688501,-4.560742,-6.288944,0.395971,-9.739688,-3.689939,2.930988,-1.292220,1.000000,869.000000
-108.112600,0.000000,0.000000,-1.174779,-3.685803,-4.572902,-6.295090,0.403482,-9.739688,-3.689939,2.990664,-1.293728,1.000000,872.000000
-107.629300,0.109673,0.000000,-1.212544,-3.696591,-4.646005,-6.157643,0.355019,-9.739688,-3.689939,2.422607,-1.230444,0.616703,874.000000
-107.225200,0.126717,0.000000,-1.218003,-3.721008,-4.646005,-6.447271,0.386376,-9.150362,-3.378999,2.373137,-1.306154,0.667629,875.000000
-107.028800,0.064782,0.000000,-1.351131,-3.724614,-4.918982,-6.012343,0.342893,-9.150362,-3.378999,1.611266,-1.144379,0.821649,876.000000
-107.161400,0.062234,0.000000,-1.348814,-3.721227,-4.918982,-5.959833,0.338808,-9.282695,-3.436268,1.623631,-1.130569,1.000000,877.000000
-107.159600,0.062274,0.000000,-1.348850,-3.721282,-4.918982,-5.960649,0.338872,-9.280726,-3.435385,1.623435,-1.130784,0.998193,879.000000
-108.315900,0.062274,0.000000,-1.360149,-3.734278,-5.137029,-5.922719,0.384578,-9.280726,-3.435385,1.123134,-1.123149,1.000000,880.000000
-108.976800,0.062274,0.000000,-1.362112,-3.765451,-5.137029,-6.084184,0.348522,-9.310419,-3.226787,1.251532,-1.177063,1.000000,882.000000
-109.184200,0.062274,0.000000,-1.363975,-3.769475,-5.190262,-6.067560,0.357914,-9.310419,-3.226787,1.173426,-1.183420,1.000000,883.000000
-109.163000,0.062274,0.000000,-1.364724,-3.779887,-5.190262,-6.128591,0.345301,-9.233513,-3.131929,1.223435,-1.203001,0.979044,884.000000
-110.110800,0.062274,0.000000,-1.391798,-3.793048,-5.333077,-6.073379,0.416366,-9.233513,-3.131929,0.494708,-1.168666,1.000000,886.000000
-110.084700,0.062274,0.000000,-1.392138,-3.795557,-5.333077,-6.091864,0.413397,-9.202938,-3.103847,0.508192,-1.174141,0.974267,887.000000
-109.938500,0.062274,0.000000,-1.389209,-3.772737,-5.333077,-5.936131,0.439392,-9.338471,-3.321157,0.396156,-1.127130,0.863977,889.000000
-109.214000,0.062274,0.000000,-1.386762,-3.751632,-5.333077,-5.810569,0.461877,-9.249627,-3.459842,0.308438,-1.087804,0.484555,891.000000
-108.573900,0.062274,0.000000,-1.360053,-3.772322,-5.355096,-5.760353,0.435000,-9.249627,-3.459842,0.979501,-1.241669,0.527253,892.000000
-109.346700,0.062274,0.000000,-1.374792,-3.768202,-5.426731,-5.777020,0.459448,-9.249627,-3.459842,0.504898,-1.181121,1.000000,893.000000
-109.982000,0.062274,0.000000,-1.376574,-3.786240,-5.426731,-5.887775,0.438306,-9.338058,-3.330389,0.590180,-1.214251,1.000000,895.000000
-109.844700,0.062274,0.000000,-1.376055,-3.781152,-5.426731,-5.855194,0.444410,-9.327933,-3.371777,0.564929,-1.204637,0.871683,896.000000
-109.945700,0.062274,0.000000,-1.376420,-3.784751,-5.426731,-5.878124,0.440104,-9.336463,-3.342925,0.582686,-1.211415,1.000000,898.000000
-109.962300,0.062274,0.000000,-1.379452,-3.811766,-5.426731,-6.074634,0.405343,-9.130394,-3.046311,0.737470,-1.267170,1.000000,899.000000
-110.138700,0.062274,0.000000,-1.378248,-3.801661,-5.426731,-5.994987,0.418952,-9.274899,-3.176395,0.674191,-1.245085,1.000000,900.000000
-109.998000,0.062274,0.000000,-1.401488,-3.800528,-5.294186,-5.995559,0.452365,-9.274899,-3.176395,0.207741,-1.173961,0.868722,901.000000
-109.867900,0.062274,0.000000,-1.400906,-3.782491,-5.229367,-6.063187,0.427437,-9.274899,-3.176395,0.365332,-1.108891,0.877984,902.000000
-109.867700,0.062274,0.000000,-1.401203,-3.784503,-5.229367,-6.077232,0.425250,-9.257533,-3.156552,0.374937,-1.113176,0.999855,903.000000
-109.871800,0.064672,0.000000,-1.400616,-3.781349,-5.225362,-6.091763,0.420856,-9.257533,-3.156552,0.407904,-1.103814,1.000000,904.000000
-110.411100,0.062274,0.000000,-1.373018,-3.827418,-5.584324,-5.938871,0.463522,-9.257533,-3.156552,0.771181,-1.362360,1.000000,907.000000
-110.704000,0.062274,0.000000,-1.389409,-3.819949,-5.511493,-5.973460,0.468496,-9.257533,-3.156552,0.307277,-1.287202,1.000000,908.000000
-110.378300,0.062274,0.000000,-1.370852,-3.831789,-5.605741,-5.930694,0.474878,-9.257533,-3.156552,0.865179,-1.386458,0.721995,909.000000
-110.003700,0.062274,0.000000,-1.365085,-3.833807,-5.605741,-5.903154,0.472590,-9.257533,-3.156552,1.097654,-1.407536,0.687531,911.000000
-109.825700,0.062274,0.000000,-1.368043,-3.821987,-5.493644,-5.932003,0.438375,-9.257533,-3.156552,0.941948,-1.351075,0.837018,912.000000
-109.137300,0.062274,0.000000,-1.365144,-3.792615,-5.493644,-5.711222,0.479807,-9.231766,-3.471439,0.758768,-1.296105,0.502341,913.000000
-109.096200,0.062274,0.000000,-1.387340,-3.751174,-5.328843,-5.792415,0.466903,-9.231766,-3.471439,0.274819,-1.086607,0.959778,915.000000
-108.970900,0.062274,0.000000,-1.387047,-3.748556,-5.328843,-5.777765,0.469600,-9.208379,-3.484791,0.264776,-1.081947,0.882208,916.000000
-109.811300,0.062274,0.000000,-1.389541,-3.770030,-5.328843,-5.903759,0.446949,-9.334178,-3.353394,0.352171,-1.121464,1.000000,917.000000
-110.101700,0.062274,0.000000,-1.391698,-3.787089,-5.328843,-6.015711,0.427930,-9.298406,-3.207598,0.431755,-1.155506,1.000000,918.000000
-109.809200,0.077079,0.000000,-1.400789,-3.763882,-5.192361,-6.108036,0.416529,-9.298406,-3.207598,0.457378,-1.050173,0.746381,919.000000
-109.981400,0.080629,0.000000,-1.354783,-3.777082,-5.192361,-6.180320,0.411890,-9.278073,-3.113200,0.413945,-1.072392,1.000000,920.000000
-109.213900,0.072139,0.000000,-1.417860,-3.744089,-5.192361,-6.011091,0.423456,-9.232603,-3.322814,0.518621,-1.019867,0.464203,922.000000
-108.616100,0.062274,0.000000,-1.417860,-3.669508,-5.087883,-5.913786,0.389352,-9.232603,-3.322814,-0.073425,-1.094317,0.550016,924.000000
-108.396400,0.142549,0.000000,-1.023868,-3.727436,-4.914196,-6.100048,0.381428,-9.232603,-3.322814,-0.258023,-1.235261,0.802726,925.000000
-109.650800,0.168505,0.000000,-1.135862,-3.784683,-4.914196,-6.408383,0.356944,-9.119067,-2.937017,-0.414097,-1.340745,1.000000,926.000000
-109.195000,0.153068,0.000000,-1.067457,-3.751601,-4.914196,-6.217316,0.371112,-9.298814,-3.188640,-0.321391,-1.276424,0.633900,927.000000
-109.634300,0.171574,0.000000,-1.150144,-3.790941,-4.914196,-6.449742,0.354257,-9.039795,-2.879409,-0.432644,-1.354274,1.000000,928.000000
-109.801400,0.119046,0.000000,-1.280105,-3.753162,-4.932487,-6.381424,0.346105,-9.039795,-2.879409,-0.584709,-1.307635,1.000000,932.000000
-108.856600,0.062274,0.000000,-1.129039,-3.711487,-5.104027,-6.249810,0.375421,-9.039795,-2.879409,-0.114739,-1.150096,0.388724,933.000000
-109.511000,0.062274,0.000000,-1.417860,-3.706720,-4.917149,-6.318558,0.353891,-9.039795,-2.879409,-0.442009,-1.226192,1.000000,936.000000
-108.889400,0.062274,0.000000,-1.358375,-3.666822,-4.917149,-6.095063,0.363966,-9.282351,-3.122388,-0.341685,-1.165650,0.537098,938.000000
-109.277000,0.062274,0.000000,-1.404387,-3.683503,-4.917149,-6.184427,0.359632,-9.218236,-3.027979,-0.383041,-1.190068,1.000000,939.000000
-109.091200,0.179172,0.000000,-1.005024,-3.749662,-4.820520,-6.325266,0.339730,-9.218236,-3.027979,-0.704452,-1.363798,0.830441,941.000000
-107.176400,0.485954,0.000000,-0.636802,-3.791434,-4.438977,-6.562840,0.289799,-9.218236,-3.027979,-0.781631,-1.765903,0.147366,943.000000
-110.029900,0.490143,0.000000,-0.594563,-3.828235,-4.512846,-7.017734,0.314848,-9.218236,-3.027979,-0.389762,-1.949616,1.000000,944.000000
-109.680300,0.503126,0.000000,-0.598409,-3.838486,-4.512846,-7.071736,0.306097,-9.067144,-2.898322,-0.396338,-1.977106,0.704958,945.000000
-109.925400,0.409849,0.000000,-0.635124,-3.839273,-4.582310,-6.975208,0.323594,-9.067144,-2.898322,-0.420391,-1.888739,1.000000,946.000000
-111.044100,0.290905,0.000000,-0.667534,-3.850033,-4.714705,-6.987144,0.357282,-9.067144,-2.898322,-0.231024,-1.813874,1.000000,947.000000
-110.744800,0.296803,0.000000,-0.670844,-3.854843,-4.714705,-7.026148,0.352910,-8.930228,-2.810783,-0.240089,-1.830747,0.741308,948.000000
-111.365800,0.331341,0.000000,-0.620893,-3.860179,-4.675475,-7.192984,0.349694,-8.930228,-2.810783,-0.147873,-1.975483,1.000000,950.000000
-112.144300,0.310391,0.000000,-0.613264,-3.845329,-4.675475,-7.086142,0.364192,-9.254376,-3.073244,-0.134949,-1.927049,1.000000,951.000000
-115.532100,0.062274,0.000000,-0.565262,-3.872069,-5.030343,-7.263387,0.433763,-9.254376,-3.073244,0.544166,-2.088893,1.000000,953.000000
-115.861000,0.117158,0.000000,-0.507930,-3.874283,-4.941320,-7.491253,0.416620,-9.254376,-3.073244,1.104670,-2.374435,1.000000,956.000000
-115.966000,0.098800,0.000000,-0.505806,-3.867525,-4.941320,-7.404023,0.427854,-9.261202,-3.293708,1.091644,-2.366255,1.000000,958.000000
-115.906400,0.098800,0.000000,-0.510745,-3.859432,-4.941320,-7.404023,0.447149,-9.261202,-3.293708,1.091644,-2.366255,0.942205,960.000000
-115.718700,0.098800,0.000000,-0.504004,-3.859432,-4.941320,-7.404023,0.446637,-9.158811,-3.326075,1.091644,-2.366255,0.828802,961.000000
-115.469600,0.098800,0.000000,-0.497023,-3.859432,-4.941320,-7.404023,0.446325,-9.035296,-3.355373,1.091644,-2.366255,0.779550,962.000000
-115.546100,0.098800,0.000000,-0.454383,-3.875642,-4.941320,-7.404023,0.392512,-9.035296,-3.355373,1.091644,-2.366255,1.000000,963.000000
-114.994700,0.098800,0.000000,-0.443437,-3.875642,-4.941320,-7.404023,0.394677,-8.785279,-3.394872,1.091644,-2.366255,0.576121,964.000000
-114.735000,0.098800,0.000000,-0.483263,-3.782973,-4.941320,-7.404023,0.312032,-8.785279,-3.394872,1.091644,-2.366255,0.771268,965.000000
-114.732900,0.098800,0.000000,-0.596267,-3.738616,-4.941320,-7.404023,0.316181,-8.785279,-3.394872,1.091644,-2.366255,0.997996,966.000000
-114.126800,0.098800,0.000000,-0.582854,-3.738616,-4.941320,-7.404023,0.324718,-8.535935,-3.417598,1.091644,-2.366255,0.545436,967.000000
-113.561400,0.098800,0.000000,-0.455637,-3.660647,-4.941320,-7.404023,0.272101,-8.535935,-3.417598,1.091644,-2.366255,0.568159,968.000000
-112.973600,0.098800,0.000000,-0.419202,-3.546169,-4.941320,-7.404023,0.233838,-8.535935,-3.417598,1.091644,-2.366255,0.555515,969.000000
-112.927900,0.098800,0.000000,-0.491099,-3.512574,-4.941320,-7.404023,0.248136,-8.535935,-3.417598,1.091644,-2.366255,0.955394,970.000000
-113.608500,0.098800,0.000000,-0.457088,-3.670329,-4.941320,-7.404023,0.274894,-8.535935,-3.417598,1.091644,-2.366255,1.000000,971.000000
-114.062100,0.098800,0.000000,-0.569927,-3.728889,-4.941320,-7.404023,0.318199,-8.535935,-3.417598,1.091644,-2.366255,1.000000,972.000000
-114.440300,0.098800,0.000000,-0.577614,-3.728889,-4.941320,-7.404023,0.312753,-8.690318,-3.405098,1.091644,-2.366255,1.000000,973.000000
-114.398700,0.098800,0.000000,-0.495320,-3.750726,-4.941320,-7.404023,0.303557,-8.690318,-3.405098,1.091644,-2.366255,0.959243,975.000000
-114.320200,0.098800,0.000000,-0.612611,-3.688607,-4.941320,-7.404023,0.305238,-8.690318,-3.405098,1.091644,-2.366255,0.924475,976.000000
-114.662600,0.098800,0.000000,-0.620725,-3.688607,-4.941320,-7.404023,0.299456,-8.833619,-3.388792,1.091644,-2.366255,1.000000,977.000000
-114.810400,0.098800,0.000000,-0.789165,-3.655896,-4.941320,-7.404023,0.316413,-8.833619,-3.388792,1.091644,-2.366255,1.000000,979.000000
-115.582600,0.098800,0.000000,-0.822485,-3.655896,-4.941320,-7.404023,0.301029,-9.173410,-3.321992,1.091644,-2.366255,1.000000,980.000000
-114.730400,0.098800,0.000000,-0.968883,-3.655896,-4.941320,-7.404023,0.252153,-9.267763,-2.740297,1.091644,-2.366255,0.426458,981.000000
-114.860600,0.098800,0.000000,-1.083680,-3.637334,-4.941320,-7.404023,0.256556,-9.267763,-2.740297,1.091644,-2.366255,1.000000,984.000000
-114.292500,0.098800,0.000000,-1.104268,-3.637334,-4.941320,-7.404023,0.252261,-9.115943,-2.645858,1.091644,-2.366255,0.566640,985.000000
-115.443900,0.098800,0.000000,-2.200593,-3.435156,-4.941320,-7.404023,0.272498,-9.115943,-2.645858,1.091644,-2.366255,1.000000,986.000000
-115.250100,0.098800,0.000000,-2.204031,-3.435156,-4.941320,-7.404023,0.270823,-9.063540,-2.616952,1.091644,-2.366255,0.823758,988.000000
-115.349400,0.098800,0.000000,-2.202272,-3.435156,-4.941320,-7.404023,0.271669,-9.090512,-2.631643,1.091644,-2.366255,1.000000,989.000000
-115.437100,0.098800,0.000000,-2.200715,-3.435156,-4.941320,-7.404023,0.272437,-9.114101,-2.644816,1.091644,-2.366255,1.000000,991.000000
-115.416500,0.098800,0.000000,-2.305386,-3.387484,-4.941320,-7.404023,0.266797,-9.114101,-2.644816,1.091644,-2.366255,0.979649,992.000000
-115.403900,0.098800,0.000000,-2.232468,-3.415236,-4.941320,-7.404023,0.270484,-9.114101,-2.644816,1.091644,-2.366255,0.987475,993.000000
-116.399600,0.098800,0.000000,-2.202862,-3.415236,-4.941320,-7.404023,0.281735,-9.369351,-2.818269,1.091644,-2.366255,1.000000,994.000000
-116.825600,0.098800,0.000000,-2.188102,-3.415236,-4.941320,-7.404023,0.288778,-9.460803,-2.913265,1.091644,-2.366255,1.000000,997.000000
-117.278600,0.098800,0.000000,-2.168045,-3.415236,-4.941320,-7.404023,0.301536,-9.517879,-3.061086,1.091644,-2.366255,1.000000,998.000000
-117.471000,0.098800,0.000000,-2.269292,-3.435557,-4.941320,-7.404023,0.375997,-9.517879,-3.061086,1.091644,-2.366255,1.000000,999.000000
-117.940000,0.107474,0.000000,-2.284683,-3.452276,-4.941320,-7.474373,0.387470,-9.634650,-2.947830,1.125786,-2.393354,1.000000,1000.000000
-117.136600,0.094643,0.000000,-2.261983,-3.427134,-4.941320,-7.370224,0.370369,-9.427246,-3.107589,1.076360,-2.353047,0.447818,1001.000000
-118.794200,0.194810,0.000000,-2.705153,-3.407227,-4.756799,-7.676805,0.337739,-9.427246,-3.107589,0.666799,-2.264882,1.000000,1002.000000
-118.476100,0.218436,0.000000,-2.755695,-3.395545,-4.715045,-7.656969,0.342114,-9.427246,-3.107589,0.572686,-2.244378,0.727552,1004.000000
-119.454700,0.054901,0.000000,-2.251130,-3.488457,-5.038770,-7.664507,0.311836,-9.427246,-3.107589,1.623001,-2.451095,1.000000,1005.000000
-119.370500,0.054447,0.000000,-2.250142,-3.487011,-5.038770,-7.657536,0.310692,-9.400237,-3.118812,1.618346,-2.448348,0.919298,1006.000000
-119.485500,0.073510,0.000000,-2.321284,-3.472532,-4.995714,-7.682813,0.315200,-9.400237,-3.118812,1.392413,-2.409237,1.000000,1007.000000
-118.804700,0.069395,0.000000,-2.311695,-3.461412,-4.995714,-7.633856,0.307667,-9.194485,-3.182341,1.365636,-2.389660,0.506169,1008.000000
-118.653900,0.069811,0.000000,-2.293761,-3.456815,-5.051568,-7.581112,0.315633,-9.194485,-3.182341,1.348094,-2.387695,0.860044,1010.000000
-120.200100,0.085247,0.000000,-2.327484,-3.493562,-5.051568,-7.752787,0.342390,-9.652303,-2.897216,1.449414,-2.454979,1.000000,1011.000000
-119.395000,0.074522,0.000000,-2.304582,-3.469393,-5.051568,-7.635289,0.324242,-9.417155,-3.111893,1.377660,-2.409392,0.447054,1013.000000
-120.905200,0.144839,0.000000,-2.897091,-3.435320,-4.735250,-7.922913,0.293845,-9.417155,-3.111893,0.815444,-2.258582,1.000000,1014.000000
-121.008100,0.132195,0.000000,-2.897091,-3.440604,-4.710121,-7.944458,0.287368,-9.417155,-3.111893,0.854355,-2.259587,1.000000,1015.000000
-121.936700,0.154638,0.000000,-2.897091,-3.477528,-4.710121,-8.119626,0.305838,-9.648013,-2.819727,0.916824,-2.330681,1.000000,1016.000000
-121.936600,0.153085,0.000000,-2.897091,-3.475207,-4.710121,-8.107345,0.304602,-9.653089,-2.844223,0.911892,-2.325810,0.999863,1018.000000
-121.068700,0.093073,0.000000,-2.490508,-3.500794,-4.819116,-8.002230,0.310857,-9.653089,-2.844223,1.357808,-2.433155,0.419866,1021.000000
-120.410000,0.104700,0.000000,-2.508091,-3.517122,-4.819116,-8.121353,0.324646,-9.404295,-2.545739,1.432513,-2.476195,0.517493,1022.000000
-120.294600,0.109467,0.000000,-2.499921,-3.516020,-4.847404,-8.091497,0.331390,-9.404295,-2.545739,1.423181,-2.478087,0.891076,1024.000000
-120.145400,0.075935,0.000000,-2.384070,-3.523575,-4.846253,-8.095784,0.317508,-9.404295,-2.545739,1.650043,-2.506521,0.861383,1025.000000
-120.875400,0.088718,0.000000,-2.556813,-3.518791,-4.730848,-8.218571,0.302132,-9.404295,-2.545739,1.413912,-2.457315,1.000000,1026.000000
-120.980400,0.104111,0.000000,-2.633168,-3.515543,-4.726142,-8.220431,0.306443,-9.404295,-2.545739,1.325557,-2.444021,1.000000,1027.000000
-119.138800,0.115984,0.000000,-2.638082,-3.525713,-4.726142,-8.341496,0.317319,-8.736764,-2.210225,1.400341,-2.485242,0.158555,1029.000000
-119.388600,0.120627,0.000000,-2.713165,-3.524508,-4.698138,-8.372176,0.312061,-8.736764,-2.210225,1.329628,-2.468127,1.000000,1031.000000
-118.854600,0.189374,0.000000,-2.791852,-3.515654,-4.883604,-8.191588,0.368566,-8.736764,-2.210225,1.144112,-2.474453,0.586280,1033.000000
-119.244900,0.200951,0.000000,-2.897091,-3.513949,-4.848290,-8.246590,0.361188,-8.736764,-2.210225,1.070594,-2.458933,1.000000,1034.000000
-121.124700,0.183575,0.000000,-2.886214,-3.492633,-4.848290,-8.097624,0.346089,-9.458723,-2.585831,0.985355,-2.404741,1.000000,1035.000000
-121.113600,0.158736,0.000000,-2.788220,-3.453945,-4.848290,-7.898211,0.323103,-9.606167,-2.988906,0.893588,-2.327946,0.988938,1038.000000
-120.487500,0.221744,0.000000,-2.644279,-3.425934,-4.730767,-7.968605,0.320240,-9.606167,-2.988906,0.586318,-2.244075,0.534719,1039.000000
-120.537600,0.225142,0.000000,-2.651069,-3.436623,-4.730767,-8.031882,0.324230,-9.507023,-2.931103,0.578175,-2.258007,1.000000,1041.000000
-119.929500,0.095797,0.000000,-2.279770,-3.328260,-4.954266,-7.913807,0.345092,-9.507023,-2.931103,0.721437,-2.147329,0.544421,1042.000000
-119.741500,0.091839,0.000000,-2.276873,-3.303145,-4.954266,-7.778984,0.335548,-9.696483,-3.048846,0.745391,-2.117447,0.828549,1044.000000
-119.957800,0.097078,0.000000,-2.280667,-3.336420,-4.954266,-7.958407,0.348129,-9.432088,-2.891222,0.713911,-2.157145,1.000000,1046.000000
-120.511300,0.265811,0.000000,-2.909751,-3.455086,-4.720170,-7.993929,0.309127,-9.432088,-2.891222,0.439075,-2.261443,1.000000,1048.000000
-120.498600,0.270607,0.000000,-2.921347,-3.468925,-4.720170,-8.081018,0.313968,-9.264688,-2.810431,0.428861,-2.280151,0.987408,1049.000000
-120.143000,0.250491,0.000000,-2.870819,-3.411643,-4.720170,-7.733030,0.293511,-9.788530,-3.122464,0.474392,-2.204382,0.700733,1050.000000
-120.499200,0.270541,0.000000,-2.921189,-3.468731,-4.720170,-8.079785,0.313901,-9.267217,-2.811583,0.429000,-2.279887,1.000000,1051.000000
-120.030100,0.284927,0.000000,-2.937390,-3.511426,-4.720170,-8.362604,0.328275,-8.576791,-2.545421,0.401158,-2.339492,0.625555,1052.000000
